Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N75	NG75	L50	LG50	L75	LG75	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA75	NGA75	LA50	LGA50	LA75	LGA75
ERR3684535	21	6	5	5	4	3	1129448	1121929	1120923	1120923	1104168	1060743	13	598800	1127728	1139457	52.75	52.70	598800	598800	335372	335372	1	1	2	2	1	1	126571	13	0	0	0	2 + 6 part	20636	99.375	1.001	0.00	5.06	11.03	588023	1106632	588023	588023	330607	330607	1	1	2	2
ERR3684536	672	382	17	0	0	0	1084997	900817	112069	0	0	0	595	9727	1054775	1139457	52.86	52.70	2295	2157	1395	1155	144	163	290	340	2	2	4938	0	0	0	2	14 + 12 part	24619	92.043	1.006	0.00	33.39	11.91	9727	1028723	2266	2139	1328	1098	146	165	295	348
ERR3684537	22	10	9	9	8	6	1134209	1128735	1127668	1127668	1110913	1050925	15	536349	1132934	1139457	52.75	52.70	155944	155944	79221	79221	2	2	4	4	1	1	1067	12	0	0	0	2 + 6 part	20546	99.834	1.001	0.00	6.12	10.80	525657	1111929	152547	152547	77887	77887	2	2	4	4
ERR3684538	45	33	28	22	18	9	1134679	1129911	1119245	1076880	1013350	751058	37	168211	1133234	1139457	52.75	52.70	63373	63373	31036	28838	6	6	12	13	1	1	1067	7	0	0	0	2 + 11 part	19491	99.830	1.003	0.00	7.83	10.89	168146	1112176	62644	62644	28838	28838	6	6	13	13
ERR3684539	200	159	76	32	4	1	1127040	1103465	871064	564476	160089	73848	180	73848	1121142	1139457	52.74	52.70	10385	9972	5172	5109	32	33	71	73	1	1	1067	7	0	0	0	3 + 15 part	20362	98.593	1.003	0.00	16.59	10.21	70041	1099844	9972	9759	5109	5005	33	34	72	75
ERR3684540	48	31	26	22	16	8	1130030	1121635	1107503	1081173	974938	676501	39	149832	1128313	1139457	52.75	52.70	58384	57637	38427	35318	6	7	12	13	1	1	1067	10	0	0	0	2 + 11 part	20855	99.327	1.002	0.00	6.60	10.04	144277	1106853	57068	57068	35318	35318	7	7	13	13
ERR3684541	979	229	1	0	0	0	790240	336841	5599	0	0	0	713	5599	674209	1139457	53.08	52.70	999	625	697	-	230	528	431	-	1	1	4823	1	0	0	1	7 + 9 part	13765	59.158	1.003	0.00	51.04	10.79	5599	659754	976	609	683	-	235	542	443	-
ERR3684542	32	17	15	14	10	6	1134511	1127525	1125452	1119798	1057621	918843	23	338388	1132658	1139457	52.74	52.70	119884	119884	100593	100593	3	3	5	5	1	1	1067	10	0	0	0	2 + 10 part	20559	99.785	1.002	0.00	6.30	10.90	329898	1111662	119884	119884	58296	58296	3	3	6	6
ERR3684543	217	172	76	31	2	1	1124631	1099568	840497	541319	146474	114271	196	114271	1119037	1139457	52.73	52.70	9638	9572	5018	4841	33	34	76	79	0	0	0	8	0	0	1	2 + 13 part	20226	98.416	1.003	0.00	8.40	9.86	110465	1097542	9497	9475	4836	4133	34	35	78	82
ERR3684544	268	219	82	19	0	0	1122829	1094042	722839	263960	0	0	251	21915	1117962	1139457	52.75	52.70	6791	6687	3804	3670	54	56	109	113	2	2	1679	8	0	0	1	2 + 12 part	18478	98.370	1.004	0.00	13.34	10.05	21915	1098317	6615	6558	3670	3500	56	57	112	117
ERR3684545	980	299	0	0	0	0	887993	459676	0	0	0	0	782	4842	802470	1139457	52.77	52.70	1093	822	769	-	243	421	461	-	2	2	2502	1	0	0	1	7 + 8 part	13377	70.565	1.005	0.00	39.61	10.57	4842	787951	1082	800	752	-	248	429	470	-
ERR3684546	949	124	0	0	0	0	655322	167066	0	0	0	0	633	3856	517322	1139457	53.68	52.70	811	-	648	-	227	-	406	-	1	1	1577	3	0	0	0	3 + 4 part	7508	45.522	1.006	0.00	50.14	10.27	3856	507349	803	-	635	-	233	-	415	-
ERR3684547	84	62	47	28	12	6	1129797	1119346	1073683	942930	666830	451419	72	106364	1127391	1139457	52.75	52.70	37697	37697	16570	15136	9	9	21	22	0	0	0	9	0	0	0	2 + 12 part	20472	99.252	1.002	0.00	4.53	9.96	104556	1105567	36037	31887	15136	14245	9	10	22	23
ERR3684548	24	10	8	8	6	6	1134700	1128212	1126139	1126139	1089939	1089939	16	497392	1133316	1139457	52.75	52.70	208779	208779	175039	175039	2	2	3	3	1	1	1067	11	0	0	0	2 + 7 part	20535	99.842	1.002	0.00	6.12	10.98	486709	1112238	204746	204746	174984	174984	2	2	3	3
ERR3684549	439	310	52	7	0	0	1098980	1015051	400299	82462	0	0	404	12874	1085047	1139457	52.90	52.70	3903	3651	2174	1971	84	92	180	199	1	1	835	5	0	0	1	3 + 12 part	18253	95.328	1.006	0.00	35.16	10.75	12577	1065111	3841	3533	2097	1932	86	94	184	204
ERR3684550	68	44	34	27	14	5	1130813	1120543	1094028	1042383	803031	457694	53	142476	1128279	1139457	52.75	52.70	42903	42903	24101	23295	8	8	16	17	1	1	1067	10	0	0	0	3 + 11 part	21036	99.335	1.002	0.00	5.52	10.31	142476	1106740	42903	42903	23295	23295	8	8	17	17
ERR3684551	26	11	9	9	6	6	1134728	1128218	1123208	1123208	1073142	1073142	17	295098	1133081	1139457	52.75	52.70	156647	156647	148737	148737	3	3	5	5	1	1	1067	10	0	0	0	2 + 7 part	19302	99.840	1.003	0.00	6.21	11.16	288852	1112062	154814	154814	144279	144279	3	3	5	5
ERR3684552	42	22	20	16	11	8	1130293	1121405	1117222	1090468	987571	899280	30	210709	1128046	1139457	52.75	52.70	92472	92472	59821	59821	4	4	8	8	0	0	0	11	0	0	0	2 + 10 part	20475	99.368	1.002	0.00	5.61	10.94	205095	1106852	89026	89026	59821	59821	4	4	8	8
ERR3684553	42	27	23	20	14	7	1129607	1123538	1115490	1090783	997004	732421	32	191728	1127854	1139457	52.75	52.70	81480	81480	43425	43425	5	5	10	10	2	2	116310	9	0	0	0	1 + 12 part	19264	99.373	1.003	0.00	5.25	10.31	186114	1107244	66224	66224	43425	43425	6	6	11	11
ERR3684554	761	50	0	0	0	0	470443	68075	0	0	0	0	452	3246	338166	1139457	53.02	52.70	732	-	614	-	172	-	299	-	0	0	0	0	0	0	0	3 + 4 part	5698	29.751	1.004	0.00	53.16	12.38	2588	331634	723	-	594	-	176	-	305	-
ERR3684555	158	127	69	38	7	1	1126445	1108631	951301	724499	260500	82000	146	82000	1123160	1139457	52.76	52.70	14276	14276	7643	7395	25	25	52	53	0	0	0	7	0	0	1	3 + 10 part	19521	98.824	1.004	0.00	9.00	10.55	82000	1102069	14276	13956	6938	6503	25	26	53	55
ERR3684556	23	7	5	5	4	4	1134849	1128071	1125998	1125998	1109245	1109245	13	598791	1133176	1139457	52.75	52.70	598791	598791	175054	175054	1	1	3	3	1	1	1067	12	0	0	0	2 + 6 part	19921	99.835	1.002	0.00	7.20	11.25	587891	1111936	587891	587891	174915	174915	1	1	3	3
ERR3684557	83	61	44	37	14	4	1129462	1119274	1071400	1022826	641381	313771	70	109950	1126629	1139457	52.74	52.70	27944	26042	18498	18425	11	12	24	25	0	0	0	8	0	0	0	1 + 12 part	19323	99.316	1.002	0.00	6.42	10.32	104291	1106480	26042	26042	17407	17407	12	12	25	25
ERR3684558	23	7	5	5	4	4	1135052	1128301	1126228	1126228	1109462	1109462	13	598809	1133396	1139457	52.75	52.70	598809	598809	175118	175118	1	1	3	3	1	1	1067	11	0	0	0	2 + 6 part	19889	99.844	1.002	0.00	5.49	10.71	588029	1112194	588029	588029	175027	175027	1	1	3	3
ERR3684559	1028	207	1	0	0	0	797624	295923	5654	0	0	0	775	5654	686573	1139457	52.75	52.70	900	615	677	-	258	564	479	-	2	2	1934	0	0	0	0	9 + 5 part	11708	60.344	1.005	0.00	40.51	11.91	5610	673443	886	598	660	-	262	575	488	-
ERR3684560	24	8	6	6	5	5	1134896	1127791	1125718	1125718	1108963	1108963	14	448367	1132885	1139457	52.75	52.70	208778	208778	149960	149960	2	2	4	4	1	1	1067	10	0	0	0	2 + 7 part	19936	99.799	1.002	0.00	6.12	11.08	443122	1111549	204745	204745	144273	144273	2	2	4	4
ERR3684561	844	375	9	0	0	0	1015466	710659	52721	0	0	0	723	8886	964068	1139457	52.69	52.70	1516	1315	985	721	192	253	388	543	2	2	4661	1	0	0	2	5 + 10 part	13751	84.793	1.007	0.00	23.32	10.60	8886	947315	1510	1284	950	687	193	256	394	556
ERR3684562	841	79	1	0	0	0	534434	104463	5024	0	0	0	523	5024	395844	1139457	52.96	52.70	730	-	597	-	190	-	341	-	3	2	4119	0	0	0	1	2 + 6 part	7170	34.779	1.004	0.00	50.91	11.89	5024	387558	717	-	587	-	196	-	349	-
ERR3684563	997	229	1	0	0	0	805737	330755	6598	0	0	0	754	6598	697906	1139457	52.81	52.70	967	643	698	-	248	530	461	-	3	1	1543	2	0	0	0	9 + 5 part	10278	61.375	1.007	0.00	44.51	12.59	6598	684934	944	629	684	-	252	539	469	-
ERR3684564	52	12	9	8	5	4	1138740	1128297	1124035	1114786	1076025	1040018	18	598959	1133337	1139457	52.75	52.70	598959	598959	170632	170632	1	1	3	3	1	1	1067	10	0	0	0	2 + 8 part	20496	99.848	1.002	0.00	6.12	11.07	588129	1112437	588129	588129	167235	167235	1	1	3	3
ERR3684565	89	66	49	34	9	5	1130332	1121377	1071155	960105	567028	436639	74	133021	1127591	1139457	52.73	52.70	26043	24688	14394	14367	9	10	25	26	1	1	1067	7	0	0	0	3 + 10 part	20487	99.270	1.002	0.00	5.97	10.32	128522	1106381	24688	24688	13965	13965	10	10	26	26
ERR3684566	124	97	60	39	9	4	1129263	1115197	1005524	851070	429021	251880	109	77306	1124839	1139457	52.74	52.70	15775	15775	10090	9770	17	17	39	40	0	0	0	6	0	0	0	2 + 14 part	19829	99.009	1.003	0.00	6.44	10.26	77306	1103920	15775	15250	9508	9472	17	18	40	41
ERR3684567	253	202	76	29	0	0	1125510	1095481	738784	417223	0	0	234	23523	1120186	1139457	52.73	52.70	7223	7141	4140	4005	47	48	99	103	2	2	1598	6	0	0	1	3 + 13 part	19758	98.490	1.004	0.00	11.86	10.68	23523	1099100	7141	7021	4073	3954	47	49	101	104
ERR3684568	38	15	13	12	9	6	1130574	1121380	1116863	1111647	1066255	953120	23	429166	1127975	1139457	52.74	52.70	139851	126635	76993	76993	2	3	5	5	1	1	835	12	0	0	0	2 + 6 part	18684	99.363	1.003	0.00	4.43	10.49	418486	1107208	125860	125860	76938	76938	3	3	5	5
ERR3684569	87	69	54	37	13	5	1129826	1121710	1076140	948606	591117	327742	76	87528	1127508	1139457	52.74	52.70	27174	25955	12155	12030	12	13	28	29	0	0	0	11	0	0	0	2 + 11 part	20439	99.264	1.002	0.00	5.52	10.23	82453	1106445	25955	25955	12030	11102	13	13	29	30
ERR3684570	923	326	2	0	0	0	938004	560759	11849	0	0	0	751	6180	863480	1139457	52.95	52.70	1308	972	840	517	213	336	422	734	4	3	5965	1	0	0	0	5 + 8 part	12465	75.812	1.009	0.00	54.53	13.63	5765	846929	1279	943	818	-	219	346	434	-
ERR3684571	254	194	78	26	1	0	1122515	1085523	761249	397577	26143	0	234	26143	1116316	1139457	52.77	52.70	7692	7474	4279	4016	45	46	95	99	1	1	17675	7	0	0	1	2 + 13 part	18915	98.299	1.003	0.00	9.51	10.24	26143	1096636	7464	7363	3934	3841	46	48	99	103
ERR3684572	167	134	80	37	6	1	1127647	1107839	972209	666498	223170	59858	155	59858	1124232	1139457	52.74	52.70	11234	11234	6608	6450	28	28	59	61	0	0	0	6	0	0	1	3 + 13 part	19554	98.974	1.003	0.00	6.81	10.26	57690	1103601	11234	11182	6450	6430	28	29	61	63
ERR3684573	47	16	11	10	8	5	1132182	1122347	1106417	1101191	1070333	960234	23	430488	1128096	1139457	52.75	52.70	177819	177819	126611	126611	2	2	4	4	0	0	0	11	0	0	0	2 + 7 part	19671	99.393	1.002	0.00	3.89	10.67	419798	1107056	174422	174422	125870	125870	2	2	4	4
ERR3684574	31	18	15	15	10	9	1134848	1128402	1124836	1124836	1032208	999204	24	284834	1133524	1139457	52.75	52.70	151269	151269	66027	66027	3	3	7	7	1	1	1067	11	0	0	0	2 + 11 part	19931	99.843	1.002	0.00	6.21	10.89	280311	1112343	151213	151213	62221	62221	3	3	7	7
ERR3684575	28	17	13	12	9	6	1129686	1124296	1115554	1110328	1054332	934796	22	263387	1128495	1139457	52.75	52.70	149958	149958	125130	125130	3	3	5	5	1	1	1067	12	0	0	0	2 + 10 part	21381	99.361	1.001	0.00	6.60	10.40	260307	1106586	144344	144344	76937	76937	3	3	6	6
ERR3684576	22	7	6	6	5	4	1129109	1121891	1120885	1120885	1104302	1060877	13	598773	1127014	1139457	52.75	52.70	598773	598773	126657	126657	1	1	3	3	1	1	126657	11	0	0	0	2 + 6 part	19785	99.356	1.002	0.00	3.35	10.67	588022	1106411	588022	588022	125869	125869	1	1	3	3
ERR3684577	47	12	9	9	7	6	1136673	1128114	1121394	1121394	1084386	1048321	17	388179	1132429	1139457	52.75	52.70	170533	170533	149920	149920	3	3	4	4	1	1	1067	10	0	0	0	1 + 9 part	19825	99.819	1.002	0.00	6.03	10.89	382893	1111956	169425	169425	144277	144277	3	3	4	4
ERR3684578	847	397	2	0	0	0	1001485	717377	10739	0	0	0	727	5428	950337	1139457	52.72	52.70	1583	1317	1021	678	204	269	393	564	2	2	3003	0	0	0	0	12 + 6 part	13965	83.485	1.008	0.00	39.94	11.09	5428	932428	1581	1302	981	644	205	270	396	575
ERR3684579	679	53	0	0	0	0	410940	66671	0	0	0	0	384	2290	282716	1139457	53.17	52.70	729	-	579	-	143	-	253	-	2	2	1198	0	0	0	0	3 + 4 part	5511	24.736	1.007	0.00	48.32	11.99	2290	276047	710	-	568	-	148	-	260	-
ERR3684580	42	25	20	19	14	8	1130532	1123109	1107994	1102768	1021866	780940	31	157918	1128203	1139457	52.74	52.70	77098	77098	44425	44425	5	5	10	10	1	1	1067	9	0	0	0	2 + 9 part	20461	99.355	1.002	0.00	5.70	10.13	155984	1107133	74176	74176	44425	44425	5	5	10	10
ERR3684581	242	196	75	27	4	0	1123972	1094911	786456	449875	131469	0	227	40659	1119722	1139457	52.73	52.70	8277	7930	4157	4056	39	41	88	91	2	2	11126	9	0	0	0	4 + 11 part	18785	98.550	1.004	0.00	10.03	9.85	40659	1099421	7736	7257	4056	3897	40	42	91	95
ERR3684582	25	9	7	7	6	5	1129984	1123117	1121044	1121044	1104289	1060864	15	448893	1128212	1139457	52.75	52.70	208761	208761	126736	126736	2	2	4	4	2	2	127803	10	0	0	0	2 + 7 part	19779	99.385	1.002	0.00	6.87	10.94	443613	1107018	204746	204746	125849	125849	2	2	4	4
ERR3684583	87	70	51	42	12	4	1129456	1121276	1080719	1017826	522314	254573	78	82912	1127762	1139457	52.75	52.70	24731	24731	16189	15904	14	14	28	29	1	1	1067	12	0	0	0	2 + 12 part	20261	99.284	1.002	0.00	6.52	9.96	77298	1106671	23890	23890	15717	15411	15	15	29	30
ERR3684584	33	17	16	14	11	6	1128940	1120570	1119527	1106801	1057564	862019	25	186389	1127102	1139457	52.75	52.70	149982	149982	77077	77077	4	4	6	6	1	1	1043	10	0	0	0	1 + 10 part	19162	99.375	1.002	0.00	4.07	10.67	182992	1107256	144368	144368	77024	45417	4	4	6	7
ERR3684585	147	111	60	36	7	1	1130082	1112606	965955	789213	299399	78483	130	78483	1126663	1139457	52.74	52.70	17050	17050	8423	8133	20	20	43	44	1	1	1067	9	0	0	1	3 + 10 part	19415	99.234	1.003	0.00	7.97	10.51	74677	1106679	16919	16782	8133	8068	20	21	44	45
ERR3684586	545	15	0	0	0	0	299748	19116	0	0	0	0	269	2593	180547	1139457	53.12	52.70	655	-	557	-	109	-	183	-	2	2	3357	0	0	0	0	3 + 1 part	2512	15.902	1.006	0.00	59.34	6.22	2070	177104	651	-	548	-	110	-	186	-
ERR3684587	258	205	67	23	3	1	1122808	1089866	715174	410846	125834	60029	242	60029	1117611	1139457	52.73	52.70	7006	6979	3760	3585	41	42	96	101	1	1	1067	7	0	0	0	3 + 13 part	20537	98.270	1.003	0.00	10.61	10.43	60029	1096373	6979	6730	3607	3503	42	44	99	103
ERR3684588	96	77	44	22	10	6	1127101	1117422	1028452	872998	669751	487970	86	163466	1124671	1139457	52.73	52.70	47308	47308	11845	11421	8	8	20	21	1	1	4558	12	0	0	0	2 + 11 part	20097	99.082	1.002	0.00	6.44	10.25	157852	1104277	47308	47308	11421	10186	8	8	21	22
ERR3684589	388	286	53	11	2	0	1112953	1045350	489366	202116	68494	0	363	37205	1104286	1139457	52.70	52.70	4376	4310	2371	2153	67	71	150	162	2	2	6065	1	0	0	3	5 + 12 part	21820	96.748	1.006	0.00	19.60	11.33	36990	1080114	4363	4294	2220	2084	68	72	153	166
ERR3684590	844	406	6	0	0	0	1006715	728544	35588	0	0	0	716	6925	951671	1139457	52.73	52.70	1535	1332	1014	710	201	266	392	555	3	2	6851	2	0	0	0	7 + 9 part	14634	83.698	1.006	0.00	24.80	11.06	6923	935434	1511	1296	1001	673	204	271	400	570
ERR3684591	941	314	3	0	0	0	906816	512461	17438	0	0	0	761	5949	830629	1139457	52.61	52.70	1224	891	819	-	227	375	438	-	4	3	7535	1	0	0	1	7 + 5 part	11334	73.211	1.006	0.00	26.39	10.31	5949	817248	1216	870	791	-	231	383	447	-
ERR3684592	311	239	71	24	1	0	1119870	1074371	647614	334831	31692	0	290	31692	1112141	1139457	52.74	52.70	5858	5709	3269	3155	55	57	117	124	2	2	22306	5	0	0	1	4 + 10 part	19528	97.799	1.004	0.00	9.46	10.29	31692	1091520	5709	5656	3155	3096	56	59	122	128
ERR3684593	474	313	47	9	0	0	1098266	991750	352311	107746	0	0	445	16205	1087424	1139457	52.84	52.70	3825	3615	1998	1737	92	99	190	211	1	1	1067	6	0	0	1	3 + 11 part	18909	95.540	1.005	0.00	17.78	10.35	16205	1067275	3617	3430	1867	1663	95	102	198	220
ERR3684594	615	365	25	2	0	0	1087241	921709	190901	34335	0	0	560	20924	1065194	1139457	52.78	52.70	2599	2396	1417	1224	124	139	263	305	1	1	8217	5	0	0	1	5 + 16 part	20110	93.365	1.006	0.00	16.65	10.20	17118	1043701	2492	2287	1381	1176	127	142	271	315
ERR3684595	921	348	3	0	0	0	960700	596062	18176	0	0	0	755	6762	889551	1139457	53.05	52.70	1331	1066	860	559	217	323	425	690	2	2	4141	2	0	0	1	5 + 9 part	12626	78.135	1.009	0.00	25.88	10.35	6762	873166	1317	1040	838	527	220	328	433	710
ERR3684596	129	98	62	40	12	1	1128097	1114309	1022347	865532	463878	65448	110	65448	1124092	1139457	52.73	52.70	18681	17970	10449	10440	17	18	38	39	1	1	1067	5	0	0	1	3 + 13 part	20426	98.923	1.003	0.00	7.45	10.17	65448	1102736	18681	17970	9831	9675	17	18	39	41
ERR3684597	102	81	48	27	8	3	1129814	1117538	1032193	880258	571695	393677	94	247216	1127700	1139457	52.75	52.70	29104	29104	11769	11470	8	8	24	25	0	0	0	10	0	0	0	3 + 11 part	20401	99.259	1.003	0.00	6.34	10.41	242149	1106487	23277	23277	11470	11274	9	9	25	26
ERR3684598	404	7	0	0	0	0	212928	10023	0	0	0	0	172	2225	113160	1139457	52.87	52.70	619	-	556	-	71	-	119	-	1	1	1217	0	0	0	0	2 + 1 part	2786	9.882	1.004	0.00	48.20	10.00	2225	109970	614	-	550	-	74	-	123	-
ERR3684599	117	77	57	44	9	2	1131205	1113478	1065356	977038	442420	209106	94	148612	1127121	1139457	52.76	52.70	20189	20189	13029	13029	15	15	33	33	1	1	1067	9	0	0	0	2 + 12 part	20544	99.175	1.003	0.00	6.52	10.42	144279	1105957	19596	19596	12880	12620	16	16	34	35
ERR3684600	56	20	15	14	10	7	1133235	1122850	1110347	1102719	1023832	900923	27	275022	1128512	1139457	52.75	52.70	126601	126601	55794	53385	3	3	6	7	2	2	60621	11	0	0	0	2 + 9 part	19305	99.370	1.003	0.00	6.06	10.94	269408	1107224	125827	125827	49042	49042	3	3	7	7
ERR3684601	585	366	29	3	0	0	1091901	950803	207989	34423	0	0	522	12627	1066547	1139457	52.77	52.70	2745	2575	1659	1386	121	135	248	284	4	4	16744	4	0	0	0	9 + 10 part	18258	93.648	1.006	0.00	15.83	10.08	11376	1046943	2644	2543	1609	1346	125	139	254	291
ERR3684602	420	304	60	8	0	0	1114773	1036535	435561	88402	0	0	395	13393	1105267	1139457	52.75	52.70	4117	3972	2399	2305	86	91	175	186	2	2	8474	4	0	0	2	4 + 14 part	19750	96.968	1.006	0.00	15.20	10.75	13393	1083640	4064	3906	2340	2155	88	93	179	190
ERR3684603	119	1	0	0	0	0	54808	1201	0	0	0	0	25	1201	15502	1139457	54.01	52.70	633	-	550	-	11	-	18	-	0	0	0	0	0	0	0	0 + 1 part	770	1.282	1.033	0.00	42.07	14.02	1201	14293	561	-	514	-	12	-	19	-
ERR3684604	270	2	0	0	0	0	135637	2855	0	0	0	0	97	1516	61145	1139457	53.97	52.70	616	-	541	-	41	-	68	-	1	1	572	0	0	0	0	0 + 1 part	791	5.332	1.017	0.00	37.08	15.17	1482	59429	602	-	531	-	42	-	70	-
ERR3684605	299	3	0	0	0	0	151285	3607	0	0	0	0	117	1310	73137	1139457	52.71	52.70	615	-	548	-	51	-	83	-	2	2	1817	0	0	0	0	0 + 2 part	1357	6.356	1.015	0.00	76.35	18.38	1293	70954	596	-	543	-	52	-	84	-
ERR3684606	839	369	9	0	0	0	1005843	713840	54579	0	0	0	712	7459	953468	1139457	52.61	52.70	1639	1345	980	663	183	246	371	543	0	0	0	1	0	0	1	8 + 8 part	16263	83.634	1.007	0.00	25.04	11.07	7459	934576	1583	1321	952	632	185	250	378	560
ERR3684607	162	1	0	0	0	0	78005	1037	0	0	0	0	46	1037	28589	1139457	54.15	52.70	620	-	547	-	20	-	33	-	0	0	0	0	0	0	0	2 + 1 part	1833	2.371	1.014	0.00	41.70	7.58	851	26381	584	-	527	-	21	-	34	-
ERR3684608	135	4	0	0	0	0	67075	4175	0	0	0	0	46	1093	29103	1139457	53.48	52.70	608	-	539	-	20	-	33	-	1	1	1008	0	0	0	0	0 + 1 part	605	2.491	1.028	0.00	43.29	14.43	1093	27796	590	-	531	-	21	-	34	-
ERR3684609	195	157	78	33	3	0	1126309	1107720	889445	565220	120155	0	175	48342	1121249	1139457	52.73	52.70	10018	9985	6004	5765	33	34	70	72	1	1	36132	7	0	0	0	2 + 13 part	18688	98.764	1.003	0.00	9.83	10.92	48342	1101658	9985	9941	5285	5076	34	35	72	74
ERR3684610	84	57	43	29	12	4	1130881	1119967	1079829	983583	685863	385887	67	148493	1128049	1139457	52.74	52.70	34857	34857	18619	18619	9	9	20	20	1	1	835	9	0	0	0	3 + 11 part	19977	99.323	1.003	0.00	5.79	10.13	148426	1107240	34484	34484	18619	18382	9	9	20	21
ERR3684611	197	161	75	31	5	1	1126870	1105685	878626	573606	193501	58143	183	58143	1122712	1139457	52.74	52.70	10383	10162	5491	5226	30	31	68	71	0	0	0	5	0	0	2	1 + 14 part	20307	98.752	1.003	0.00	8.46	9.92	54337	1101414	9670	9664	5095	4928	31	32	71	73
ERR3684612	935	325	1	0	0	0	925447	540509	6207	0	0	0	751	6207	845623	1139457	52.65	52.70	1264	964	845	-	220	355	426	-	2	2	2370	3	0	0	1	5 + 12 part	16398	74.181	1.005	0.00	35.50	11.63	6207	828055	1227	933	824	-	225	363	436	-
ERR3684613	109	75	52	33	14	3	1135007	1117928	1051253	922906	631060	234735	92	84890	1130774	1139457	52.73	52.70	27762	27762	12298	12298	12	12	27	27	2	2	85725	11	0	0	0	6 + 10 part	22247	99.311	1.003	0.00	6.97	10.32	82360	1107269	26111	26111	12206	12074	13	13	28	29
ERR3684614	1017	226	1	0	0	0	799800	321111	6324	0	0	0	744	6324	680476	1139457	52.67	52.70	952	631	700	-	246	548	458	-	0	0	0	0	0	0	1	5 + 6 part	9982	59.969	1.005	0.00	34.62	10.79	6324	669224	935	616	681	-	250	558	466	-
ERR3684615	37	13	11	11	10	9	1135940	1127037	1125028	1125028	1108273	1080403	20	194614	1132835	1139457	52.75	52.70	154958	154958	81278	81278	4	4	6	6	0	0	0	11	0	0	0	2 + 8 part	19810	99.828	1.002	0.00	5.76	10.71	189545	1111747	151561	151561	81278	81278	4	4	6	6
ERR3684616	178	139	83	34	4	1	1129587	1107835	971261	617606	164508	61821	161	61821	1125105	1139457	52.74	52.70	11583	10353	6631	6501	29	30	62	63	0	0	0	9	0	0	0	3 + 12 part	19992	99.014	1.003	0.00	6.26	10.71	61821	1104154	10353	10330	6380	6368	30	31	63	65
ERR3684617	1020	252	1	0	0	0	847061	379115	6340	0	0	0	761	6340	734315	1139457	52.69	52.70	1031	687	722	-	241	482	456	-	2	2	3878	0	0	0	2	7 + 6 part	10594	64.504	1.008	0.00	53.50	12.26	6340	721011	1014	671	705	-	243	490	462	-
ERR3684618	37	22	21	19	14	7	1129472	1121955	1120949	1109552	1023165	814331	29	193241	1127752	1139457	52.75	52.70	120383	120383	43425	43425	4	4	8	8	1	1	120383	11	0	0	0	2 + 10 part	20519	99.353	1.002	0.00	5.16	10.31	188171	1106574	84808	84808	31131	31131	5	5	10	10
ERR3684619	37	21	19	19	12	9	1134815	1127143	1124540	1124540	997359	878737	28	154289	1132952	1139457	52.75	52.70	95457	95457	62455	62455	5	5	9	9	0	0	0	11	0	0	0	2 + 8 part	19717	99.797	1.002	0.00	5.49	10.81	149946	1111081	94821	94821	62451	62451	5	5	9	9
ERR3684620	62	39	33	26	16	6	1130963	1121365	1100361	1052968	881298	509347	47	144077	1128011	1139457	52.74	52.70	44656	44656	32420	31396	8	8	15	16	0	0	0	10	0	0	0	2 + 13 part	20873	99.346	1.002	0.00	3.89	10.40	144077	1106442	42575	42575	29519	29519	8	8	16	16
ERR3684621	852	64	0	0	0	0	534444	86692	0	0	0	0	526	4861	391808	1139457	52.62	52.70	725	-	591	-	196	-	346	-	2	2	4566	0	0	0	1	3 + 2 part	4248	34.642	1.005	0.00	39.43	11.93	4861	386250	719	-	582	-	200	-	353	-
ERR3684622	322	253	72	20	0	0	1116887	1074663	615706	268785	0	0	302	19083	1109934	1139457	52.71	52.70	5434	5315	2920	2757	61	64	128	136	3	2	16592	2	0	0	2	5 + 13 part	19798	97.536	1.004	0.00	12.07	11.06	19083	1088612	5384	5283	2775	2705	62	65	131	139
ERR3684623	77	57	46	31	14	7	1130177	1120940	1090929	981972	719024	488585	65	88337	1127732	1139457	52.75	52.70	39855	39855	16564	16564	9	9	21	21	0	0	0	9	0	0	1	2 + 13 part	20456	99.303	1.002	0.00	4.25	10.68	88337	1106612	39855	36079	16564	13931	9	10	21	22
ERR3684624	205	161	70	33	8	1	1126779	1100484	865642	608989	266992	50669	189	50669	1122025	1139457	52.75	52.70	11228	11058	5412	5216	29	30	66	68	1	1	835	7	0	0	1	3 + 12 part	20462	98.643	1.004	0.00	8.93	10.02	46863	1100543	10858	10613	5212	4967	30	31	68	71
