Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N90	NG90	auN	auNG	L50	LG50	L90	LG90	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA90	NGA90	auNA	auNGA	LA50	LGA50	LA90	LGA90
ERR3684526	67	34	22	18	13	8	1142227	1130341	1107009	1079427	998892	781207	41	149437	1135299	1139457	52.71	52.78	91270	91270	20304	20304	84387.1	84079.2	5	5	15	15	0	0	0	0	0	0	0	10 + 1 part	14377	98.366	1.000	0.00	7.50	11.60	149437	1120527	91270	91270	20304	20304	84351.6	84043.8	5	5	15	15
ERR3684527	553	318	29	2	0	0	987726	863145	194902	24353	0	0	435	14016	949863	1139457	52.80	52.78	2840	2387	1041	-	3492.3	2911.2	105	141	310	-	1	1	5007	0	0	0	0	0 + 1 part	703	83.259	1.000	0.00	33.32	11.70	14016	948326	2815	2364	1022	-	3468.3	2891.2	105	142	313	-
ERR3684528	82	30	15	14	11	6	1148282	1128214	1100004	1092703	1039046	849266	42	297619	1136644	1139457	52.69	52.78	152645	152645	28686	28686	146958.5	146595.7	3	3	11	11	0	0	0	1	0	0	1	13 + 1 part	14825	98.436	1.000	0.00	8.11	11.95	297619	1121429	152645	152645	28686	28686	146938.7	146576.0	3	3	11	11
ERR3684529	770	321	17	0	0	0	931547	706075	102522	0	0	0	519	8645	849302	1139457	52.61	52.78	2067	1528	802	-	2531.8	1887.1	129	211	387	-	0	0	0	0	0	0	0	9 + 1 part	8008	73.824	1.000	0.00	53.62	15.10	8645	841092	2066	1525	780	-	2521.8	1879.7	130	212	388	-
ERR3684530	203	52	6	6	5	3	1245621	1185522	1114827	1114827	1098271	1010658	87	598539	1211130	1139457	52.60	52.78	335231	598539	43225	44388	396977.7	421948.0	2	1	5	4	0	0	0	1	0	0	1	71 + 2 part	86690	98.712	1.000	0.00	7.74	12.19	598262	1123834	335231	598262	43225	44388	396594.1	421540.2	2	1	5	4
ERR3684531	52	18	15	15	13	8	1132686	1119379	1113400	1113400	1079429	896800	26	197563	1124992	1139457	52.73	52.78	101780	92205	35959	34512	106510.9	105158.8	4	5	11	12	0	0	0	1	0	0	0	2 + 0 part	1891	98.519	1.000	0.00	6.95	11.85	197086	1122247	101780	92205	35959	34512	106320.4	104970.7	4	5	11	12
ERR3684532	654	300	25	1	0	0	956660	774854	168818	17118	0	0	468	17118	897262	1139457	52.81	52.78	2603	1930	849	-	3341.3	2631.1	105	158	336	-	0	0	0	0	0	0	0	5 + 0 part	6483	78.135	1.001	0.00	37.96	13.70	17118	890429	2591	1919	831	-	3323.6	2617.2	105	159	339	-
ERR3684533	45	12	8	8	7	4	1135451	1122700	1115037	1115037	1098470	974962	21	598546	1128924	1139457	52.71	52.78	598546	598546	44347	43225	368083.4	364680.9	1	1	5	6	0	0	0	0	0	0	0	5 + 0 part	4559	98.642	1.000	0.00	14.50	12.01	598462	1123886	598462	598462	44347	43225	367959.8	364558.5	1	1	5	6
ERR3684534	45	14	12	12	10	5	1130807	1118642	1113890	1113890	1086655	896018	23	315920	1125193	1139457	52.71	52.78	271715	271715	37212	35932	196070.6	193616.2	2	2	8	9	0	0	0	1	0	0	0	3 + 0 part	2194	98.523	1.000	0.00	7.04	11.85	315624	1122353	271715	271715	37212	35932	195892.5	193440.3	2	2	8	9
ERR3684535	29	11	8	8	7	5	1128736	1120304	1114470	1114470	1097915	1010343	18	299426	1125439	1139457	52.72	52.78	298986	298986	44347	44347	220917.2	218199.4	2	2	6	6	0	0	0	0	0	0	0	1 + 0 part	955	98.681	1.000	0.00	7.74	12.01	299398	1124127	298986	298986	44347	44347	220891.9	218174.4	2	2	6	6
ERR3684536	804	330	19	0	0	0	1019943	797467	120969	0	0	0	520	8945	935488	1139457	52.91	52.78	2354	1945	856	-	2824.8	2319.2	126	173	378	-	2	2	7621	0	0	0	0	35 + 1 part	31535	79.329	1.000	0.00	33.09	12.73	8945	903656	2354	1940	773	-	2779.3	2281.8	126	174	388	-
ERR3684537	170	35	19	18	9	6	1188848	1135701	1110004	1100791	947912	839084	66	459478	1157985	1139457	52.71	52.78	76899	76899	16566	17244	213794.4	217270.8	3	3	14	13	0	0	0	1	0	0	0	34 + 3 part	34927	98.449	1.001	0.00	8.91	11.41	459193	1122036	76899	76899	16237	17244	213526.0	216998.0	3	3	14	13
ERR3684538	240	78	29	24	16	7	1236692	1172867	1081587	1043432	915258	628979	118	153269	1201310	1139457	52.64	52.78	63656	63656	5618	11725	63282.2	66717.4	7	7	29	23	0	0	0	0	0	0	1	66 + 6 part	81274	98.163	1.001	0.00	10.10	11.53	153269	1119131	63656	63656	5552	11725	63179.7	66609.3	7	7	29	23
ERR3684539	359	158	74	33	5	1	1169348	1090197	882068	582800	186521	73647	210	73647	1126198	1139457	52.66	52.78	10544	10544	2617	2238	15396.6	15217.4	32	32	112	117	0	0	0	0	0	0	1	38 + 4 part	38225	95.436	1.000	0.00	8.09	9.84	73647	1087518	10544	10544	2617	2238	15360.3	15181.5	32	32	112	117
ERR3684540	64	32	24	21	16	7	1134414	1120798	1101310	1075701	971898	672333	45	186253	1129786	1139457	52.71	52.78	58875	53011	23684	22788	83724.4	83013.8	5	6	18	19	0	0	0	0	0	0	0	7 + 1 part	9235	98.297	1.001	0.00	7.23	11.52	186253	1120147	58875	53011	23684	22788	83696.3	82985.9	5	6	18	19
ERR3684541	1051	142	1	0	0	0	627511	219380	7159	0	0	0	454	7159	443461	1139457	53.24	52.78	995	-	594	-	1295.5	504.2	145	-	373	-	0	0	0	1	0	0	0	1 + 0 part	545	38.870	1.000	0.00	52.84	13.55	7159	442805	995	-	594	-	1294.0	503.6	145	-	373	-
ERR3684542	241	62	17	16	12	6	1249272	1183079	1112329	1106875	1055170	837249	102	299435	1211939	1139457	52.63	52.78	100392	123437	11366	26996	132501.1	140929.7	4	3	15	11	0	0	0	0	0	0	0	74 + 4 part	89905	98.434	1.000	0.00	8.74	12.04	299360	1121630	100392	123437	11366	26996	132351.0	140770.0	4	3	15	11
ERR3684543	725	312	43	10	4	0	1161918	988147	417952	204345	118175	0	439	34184	1079237	1139457	52.57	52.78	3693	3411	1091	782	7309.0	6922.7	72	80	296	355	2	1	7421	0	0	0	0	76 + 4 part	84291	87.326	1.000	0.00	11.66	11.06	34184	994893	3688	3411	706	-	7179.6	6800.2	73	81	324	-
ERR3684544	317	196	83	27	2	0	1125026	1074950	785302	387677	62803	0	232	34848	1101583	1139457	52.63	52.78	8172	7606	2254	1771	9333.0	9022.7	46	48	144	161	0	0	0	0	0	0	0	31 + 0 part	29417	94.116	1.000	0.00	8.39	9.89	34848	1072092	8172	7606	2219	1768	9302.7	8993.5	46	48	144	161
ERR3684545	1007	207	1	0	0	0	725368	334571	7470	0	0	0	541	7470	576145	1139457	52.71	52.78	1175	517	619	-	1403.5	709.6	164	529	439	-	0	0	0	0	0	0	0	0 + 0 part	0	50.536	1.000	0.00	30.05	9.38	7470	575612	1173	517	616	-	1401.1	708.4	165	530	440	-
ERR3684546	1046	80	0	0	0	0	505852	108205	0	0	0	0	366	3656	301926	1139457	53.79	52.78	840	-	548	-	985.1	261.0	128	-	309	-	1	1	1003	0	0	0	0	7 + 0 part	6936	25.838	1.000	0.00	108.35	11.89	3656	294403	814	-	536	-	953.9	252.8	130	-	316	-
ERR3684547	438	122	61	38	13	2	1275009	1158337	1033441	871873	476708	124687	187	69826	1206169	1139457	52.61	52.78	19315	20730	2627	5219	22859.8	24198.2	19	18	75	60	0	0	0	0	0	0	0	87 + 4 part	100070	96.998	1.000	0.00	11.04	11.40	69826	1105113	19315	20726	1920	5219	22736.7	24067.9	19	18	77	60
ERR3684548	27	8	6	6	5	4	1136275	1128077	1125267	1125267	1108713	1072778	15	598597	1133164	1139457	52.72	52.78	598597	598597	126480	126480	385062.5	382935.9	1	1	4	4	0	0	0	0	0	0	0	3 + 0 part	3355	99.125	1.000	0.00	16.03	12.48	598507	1129390	598507	598507	126480	126480	384954.1	382828.1	1	1	4	4
ERR3684549	497	290	48	7	0	0	1046629	937297	364618	84144	0	0	390	13561	1011514	1139457	52.96	52.78	3854	3188	1200	-	4637.4	4116.7	81	99	266	-	0	0	0	0	0	0	0	18 + 1 part	19769	87.010	1.000	0.00	38.93	11.70	13561	991442	3854	3188	1108	-	4611.1	4093.4	81	99	268	-
ERR3684550	95	47	33	30	21	6	1141719	1123365	1097267	1073548	933282	400274	61	86074	1132501	1139457	52.66	52.78	41348	41348	13791	13791	44183.2	43913.5	10	10	26	26	0	0	0	0	0	0	0	13 + 1 part	14631	98.089	1.000	0.00	7.88	11.55	86074	1117263	41348	41348	13791	13791	44139.1	43869.7	10	10	26	26
ERR3684551	100	18	11	11	9	6	1155920	1124540	1113920	1113920	1073742	950194	36	298985	1137340	1139457	52.76	52.78	150657	150657	43225	43225	165932.3	165624.0	3	3	8	8	0	0	0	0	0	0	0	15 + 1 part	13453	98.606	1.000	0.00	7.39	11.75	298985	1123508	150607	150607	43225	43225	165898.5	165590.3	3	3	8	8
ERR3684552	70	32	20	18	15	5	1142785	1127262	1101082	1086513	1040662	640727	44	210549	1135463	1139457	52.71	52.78	92279	92279	30086	30086	101490.0	101134.2	4	4	15	15	0	0	0	2	0	0	0	11 + 1 part	13496	98.414	1.000	0.00	7.58	11.51	210549	1121102	92279	92279	30086	30086	101313.5	100958.4	4	4	15	15
ERR3684553	74	28	20	17	14	7	1140786	1122770	1108172	1091573	1039160	764928	42	196090	1132446	1139457	52.71	52.78	83486	83486	32049	32049	96980.8	96384.1	5	5	14	14	0	0	0	0	0	0	0	14 + 0 part	11629	98.340	1.000	0.00	7.23	11.69	196090	1120456	83486	83486	32049	32049	96955.8	96359.2	5	5	14	14
ERR3684554	910	26	0	0	0	0	362887	35875	0	0	0	0	219	2122	162078	1139457	53.19	52.78	719	-	530	-	851.3	121.1	81	-	188	-	1	1	1803	0	0	0	0	9 + 0 part	6466	13.648	1.000	0.00	41.17	10.94	2122	155452	695	-	519	-	809.5	115.2	83	-	192	-
ERR3684555	213	123	68	39	4	1	1120060	1080648	940881	721320	153805	59979	158	59979	1105088	1139457	52.78	52.78	14377	14311	3668	2922	16602.6	16101.9	26	27	81	90	0	0	0	0	0	0	0	11 + 0 part	9242	96.072	1.000	0.00	11.42	12.34	59979	1094159	14373	14311	3668	2809	16588.8	16088.4	26	27	81	91
ERR3684556	30	12	9	9	8	5	1127315	1120600	1114631	1114631	1098078	974459	17	299419	1124097	1139457	52.73	52.78	298985	298985	44416	43225	210133.0	207300.4	2	2	6	7	0	0	0	0	0	0	0	0 + 0 part	0	98.628	1.000	0.00	6.85	12.10	299381	1123730	298985	298985	44416	43225	210103.2	207270.9	2	2	6	7
ERR3684557	138	61	43	31	14	5	1138451	1112255	1065732	970827	699193	372501	78	135912	1123001	1139457	52.74	52.78	35014	35014	8790	8332	45058.3	44407.6	10	10	36	37	0	0	0	1	0	0	0	10 + 0 part	8025	97.776	1.000	0.00	9.25	11.49	135912	1113940	35014	35014	8790	8332	45022.7	44372.5	10	10	36	37
ERR3684558	56	18	8	8	7	4	1143686	1128585	1110330	1110330	1098250	974803	29	598609	1136003	1139457	52.73	52.78	598609	598609	43225	43225	365687.8	364579.3	1	1	6	6	0	0	0	1	0	0	0	12 + 0 part	11891	98.616	1.000	0.00	7.03	11.57	598345	1123519	598345	598345	43225	43225	365395.4	364287.8	1	1	6	6
ERR3684559	1097	138	1	0	0	0	634803	205875	5633	0	0	0	478	5633	442025	1139457	52.75	52.78	963	-	568	-	1174.1	455.5	154	-	396	-	2	2	2436	1	0	0	0	4 + 0 part	2534	38.548	1.000	0.00	38.25	14.12	5633	439197	963	-	564	-	1164.6	451.8	155	-	398	-
ERR3684560	34	17	12	12	10	7	1127875	1120881	1111430	1111430	1078169	957203	23	320329	1125049	1139457	52.72	52.78	149763	149763	43225	43225	166124.2	164023.6	3	3	9	9	0	0	0	0	0	0	0	1 + 0 part	1178	98.607	1.000	0.00	13.44	12.11	320251	1123459	149758	149758	43225	43225	166067.6	163967.7	3	3	9	9
ERR3684561	907	304	8	0	0	0	902236	592002	49337	0	0	0	591	8686	799447	1139457	52.59	52.78	1557	1069	684	-	2071.3	1453.2	152	283	457	-	0	0	0	1	0	0	0	35 + 2 part	37682	66.791	1.001	0.00	20.89	12.35	8686	761243	1524	997	626	-	2007.2	1408.2	154	291	481	-
ERR3684562	948	39	0	0	0	0	397376	54032	0	0	0	0	244	4893	191305	1139457	53.06	52.78	783	-	535	-	981.3	164.7	87	-	207	-	2	2	3757	0	0	0	0	4 + 0 part	2612	16.538	1.000	0.00	73.25	21.23	4893	188400	772	-	527	-	946.3	158.9	89	-	210	-
ERR3684563	1045	159	1	0	0	0	638220	234354	6398	0	0	0	472	6398	455630	1139457	52.88	52.78	1015	-	594	-	1245.3	498.0	153	-	389	-	2	1	1307	1	0	0	0	0 + 0 part	0	39.938	1.000	0.00	42.85	14.50	6398	455091	1009	-	591	-	1239.4	495.6	154	-	391	-
ERR3684564	96	18	12	12	9	5	1154472	1123853	1113945	1113945	1075808	916876	37	447619	1136938	1139457	52.70	52.78	172803	172803	35892	35892	237933.1	237407.1	2	2	8	8	0	0	0	1	0	0	0	16 + 1 part	13647	98.545	1.000	0.00	7.48	11.94	447337	1122680	172803	172803	35892	35892	237690.5	237165.0	2	2	8	8
ERR3684565	100	55	39	35	13	8	1128123	1107797	1060284	1028310	691343	535622	71	101783	1119748	1139457	52.71	52.78	37147	37147	11115	10345	43149.4	42403.0	9	9	34	35	0	0	0	0	0	0	0	5 + 0 part	4263	97.860	1.000	0.00	8.16	11.30	101783	1115145	37147	37147	11115	10345	43135.6	42389.5	9	9	34	35
ERR3684566	111	84	56	35	13	2	1111791	1099211	1011993	861732	549612	154276	95	101251	1107383	1139457	52.69	52.78	22234	22234	5255	4376	30545.4	29685.6	14	14	54	59	0	0	0	0	0	0	0	0 + 1 part	501	97.147	1.000	0.00	8.04	11.29	101251	1106871	22234	22234	5255	4216	30541.5	29681.8	14	14	54	59
ERR3684567	252	179	74	24	3	0	1093581	1058562	787389	431916	91416	0	212	39795	1082479	1139457	52.65	52.78	8216	7748	2381	1668	11416.1	10845.3	37	41	128	153	0	0	0	0	0	0	0	7 + 0 part	6560	94.378	1.000	0.00	7.25	10.69	39795	1075392	8216	7748	2381	1569	11407.5	10837.0	37	41	128	154
ERR3684568	46	25	19	18	13	9	1130111	1119872	1104967	1098736	1015826	897321	35	145775	1127368	1139457	52.72	52.78	102507	102507	25883	21256	90980.5	90015.2	5	5	13	14	0	0	0	0	0	0	0	6 + 0 part	5641	98.416	1.000	0.00	12.66	11.86	145775	1121322	102507	102507	25883	21256	90955.8	89990.8	5	5	13	14
ERR3684569	120	63	43	32	19	5	1137689	1114517	1069761	989818	804326	319294	77	82012	1124763	1139457	52.69	52.78	34000	34000	7795	7200	37635.3	37150.0	11	11	35	37	0	0	0	0	0	0	0	12 + 0 part	12081	97.633	1.000	0.00	8.63	11.60	82012	1112313	34000	34000	7795	7200	37616.1	37131.0	11	11	35	37
ERR3684570	968	261	2	0	0	0	800870	452023	10628	0	0	0	572	5469	674125	1139457	52.94	52.78	1346	716	640	-	1634.4	967.0	163	399	454	-	2	2	4770	0	0	0	1	14 + 1 part	15741	57.722	1.000	0.00	46.85	13.23	5469	657461	1332	684	609	-	1601.6	947.5	164	409	466	-
ERR3684571	274	183	72	24	5	0	1120884	1082198	795960	429156	166022	0	214	45624	1103886	1139457	52.73	52.78	8822	8709	2419	1754	12136.1	11757.2	38	40	127	143	0	0	0	0	0	0	1	21 + 3 part	28376	94.372	1.001	0.00	10.69	11.90	45624	1075437	8822	8709	2419	1746	12095.8	11718.2	38	40	127	143
ERR3684572	265	121	59	34	12	1	1168339	1115605	966939	786011	418764	64454	155	64454	1139506	1139457	52.73	52.78	19233	19233	3221	3221	21370.8	21371.7	19	19	74	74	0	0	0	2	0	0	0	33 + 4 part	37514	96.667	1.000	0.00	11.53	11.62	64454	1101390	19233	19233	3171	3171	21326.2	21327.2	19	19	74	74
ERR3684573	27	14	9	9	8	5	1124681	1118561	1101106	1101106	1076186	961416	20	311676	1122977	1139457	52.72	52.78	298988	298988	39045	39045	209504.1	206474.0	2	2	7	7	1	1	311676	0	0	0	0	0 + 0 part	0	98.533	1.000	0.00	7.22	12.03	299609	1122648	298988	298988	39045	39045	203062.7	200125.8	2	2	7	7
ERR3684574	32	15	13	12	10	7	1126453	1118699	1113947	1104525	1073876	950396	22	530038	1123754	1139457	52.72	52.78	89323	89323	43225	43225	282168.8	278280.2	2	2	9	9	0	0	0	1	0	0	0	1 + 0 part	753	98.520	1.000	0.00	7.22	11.67	529762	1122396	89323	89323	43225	43225	281898.4	278013.5	2	2	9	9
ERR3684575	138	36	15	15	11	8	1181050	1141860	1108770	1108770	1035552	916310	63	172732	1160173	1139457	52.73	52.78	104663	104663	22634	35899	104560.3	106461.3	5	5	12	11	0	0	0	0	0	0	0	36 + 1 part	36771	98.526	1.000	0.00	9.00	12.03	172732	1122549	104663	104663	22634	35899	104512.7	106412.8	5	5	12	11
ERR3684576	142	29	9	9	8	5	1189893	1147872	1113963	1113963	1097963	974473	54	299427	1164669	1139457	52.66	52.78	298987	298987	43225	43225	202831.1	207319.0	2	2	7	7	0	0	0	0	0	0	1	34 + 2 part	40398	98.655	1.000	0.00	5.69	10.67	299386	1124145	298987	298987	43225	43225	202756.0	207242.2	2	2	7	7
ERR3684577	69	20	8	8	6	4	1157572	1136718	1119619	1119619	1082966	1002702	35	598575	1148308	1139457	52.68	52.78	598575	598575	44388	44388	364941.5	367776.3	1	1	5	5	0	0	0	0	0	0	1	20 + 1 part	24099	98.587	1.000	0.00	16.74	12.37	598491	1123348	598491	598491	44388	44388	364817.4	367651.2	1	1	5	5
ERR3684578	857	316	4	0	0	0	857657	584196	22690	0	0	0	554	6635	760171	1139457	52.79	52.78	1624	1038	747	-	1891.9	1262.1	158	302	431	-	1	1	6635	0	0	0	0	4 + 0 part	4476	66.291	1.000	0.00	35.36	12.71	6000	755122	1617	1028	728	-	1867.8	1246.1	159	304	435	-
ERR3684579	787	24	0	0	0	0	305757	33493	0	0	0	0	164	3287	128775	1139457	53.42	52.78	787	-	552	-	935.1	105.7	59	-	140	-	2	2	1629	0	0	0	0	0 + 0 part	0	11.297	1.000	0.00	46.63	14.77	3287	128679	785	-	550	-	929.5	105.0	60	-	141	-
ERR3684580	40	21	17	17	11	6	1125255	1117095	1103867	1103867	1003628	799058	27	208761	1121397	1139457	52.73	52.78	108098	108098	20552	18066	113612.1	111811.4	4	4	12	13	0	0	0	0	0	0	0	0 + 0 part	0	98.393	1.000	0.00	12.49	11.78	208761	1120999	108098	108098	20552	18066	113584.0	111783.8	4	4	12	13
ERR3684581	229	158	73	33	3	0	1107326	1073989	849027	553816	103435	0	186	40364	1094508	1139457	52.69	52.78	10443	9565	2997	1955	12636.6	12138.1	33	35	110	126	1	1	2518	0	0	0	0	8 + 0 part	6712	95.427	1.000	0.00	7.54	10.58	40364	1087108	10443	9565	2997	1914	12626.3	12128.2	33	35	110	127
ERR3684582	37	12	9	9	8	5	1129803	1119941	1113991	1113991	1097436	973799	19	448716	1125029	1139457	52.72	52.78	172120	172120	44417	43225	249495.1	246336.0	2	2	6	7	0	0	0	0	0	0	0	1 + 0 part	1198	98.602	1.000	0.00	12.37	11.75	448647	1123433	172120	172120	44417	43225	249429.2	246270.9	2	2	6	7
ERR3684583	279	106	52	36	16	2	1234366	1165020	1071092	950890	623636	130525	151	78880	1196011	1139457	52.66	52.78	27226	27508	3639	7161	28393.6	29802.9	15	14	54	45	0	0	0	0	0	0	1	68 + 5 part	82348	97.656	1.001	0.00	5.39	10.24	78880	1113211	27226	27508	3639	7161	28301.0	29705.6	15	14	54	45
ERR3684584	161	42	13	12	8	5	1207140	1158766	1111762	1104401	1046634	928634	76	297753	1183718	1139457	52.67	52.78	208736	208736	15675	30408	187278.8	194553.4	3	3	10	8	0	0	0	0	0	0	1	49 + 5 part	61630	98.459	1.001	0.00	4.99	10.69	297753	1122088	208736	208736	15675	30408	187200.5	194472.1	3	3	10	8
ERR3684585	306	145	62	34	10	1	1198297	1133542	939856	749203	407964	88067	186	88067	1163233	1139457	52.70	52.78	14167	14249	2608	3397	22907.2	23385.1	21	20	90	83	0	0	0	0	0	0	1	54 + 3 part	63357	96.473	1.001	0.00	10.55	12.01	88067	1099503	14167	14249	2493	3397	22834.0	23310.5	21	20	90	83
ERR3684586	703	14	0	0	0	0	244637	19826	0	0	0	0	100	2393	76170	1139457	53.14	52.78	731	-	539	-	898.0	60.0	36	-	86	-	1	1	2393	0	0	0	0	18 + 1 part	20036	4.925	1.000	0.00	62.39	8.91	2070	56095	592	-	-	-	567.8	38.0	49	-	-	-
ERR3684587	256	181	81	27	2	0	1104078	1068864	807240	419145	80307	0	209	43168	1088781	1139457	52.68	52.78	8501	8187	2660	1873	10926.0	10440.1	41	44	129	150	2	2	10056	0	0	0	0	11 + 1 part	12408	94.454	1.000	0.00	10.97	12.08	43168	1075972	8501	8187	2660	1769	10879.3	10395.4	41	44	130	151
ERR3684588	333	132	45	23	12	6	1248217	1169564	1000235	843654	649493	429745	183	120139	1205338	1139457	52.54	52.78	31135	32145	2039	4079	39424.1	41703.5	11	10	72	51	0	0	0	1	0	0	1	82 + 10 part	99293	96.901	1.001	0.00	10.05	11.76	120139	1105018	31135	32145	1669	3960	39244.2	41513.2	11	10	73	51
ERR3684589	895	348	36	6	2	0	1209977	979616	342175	137203	64623	0	512	33534	1099229	1139457	52.21	52.78	3003	2885	959	851	5949.3	5739.3	93	100	358	399	0	0	0	0	0	0	2	115 + 4 part	137587	84.303	1.000	0.00	12.49	11.55	33534	960629	2976	2863	-	-	5767.4	5563.8	93	100	-	-
ERR3684590	835	316	7	0	0	0	874039	612786	44037	0	0	0	556	8380	788255	1139457	52.71	52.78	1612	1149	763	-	2099.2	1452.2	147	277	429	-	1	1	5133	0	0	0	0	2 + 1 part	2545	68.958	1.000	0.00	15.27	10.06	8380	785661	1611	1149	760	-	2081.5	1439.9	148	278	430	-
ERR3684591	1061	244	2	0	0	0	771016	398942	13284	0	0	0	550	7535	615305	1139457	52.30	52.78	1258	595	631	-	1557.8	841.2	162	466	440	-	2	2	4588	0	0	0	1	19 + 1 part	20671	52.153	1.000	0.00	16.66	9.59	7535	594301	1221	538	587	-	1510.3	815.6	164	484	456	-
ERR3684592	296	210	74	21	2	0	1071580	1028564	664260	306360	54540	0	250	29070	1057858	1139457	52.72	52.78	6541	5727	2091	1034	8251.8	7660.9	50	57	159	208	0	0	0	1	0	0	0	2 + 1 part	1973	92.615	1.000	0.00	29.28	11.47	29070	1055157	6541	5727	2070	1022	8233.5	7643.9	50	57	160	209
ERR3684593	443	279	58	10	0	0	1028515	943849	439862	133041	0	0	362	20387	1002850	1139457	52.91	52.78	4207	3658	1305	-	5307.3	4671.0	72	90	243	-	0	0	0	1	0	0	0	5 + 0 part	5256	87.523	1.000	0.00	15.24	11.33	20387	997069	4207	3658	1291	-	5294.6	4659.9	72	90	243	-
ERR3684594	657	333	25	2	0	0	997473	827628	185470	33935	0	0	491	20724	942997	1139457	52.71	52.78	2589	1979	936	-	3555.3	2942.3	108	152	355	-	1	1	1105	0	0	0	0	21 + 1 part	22171	80.833	1.000	0.00	10.86	10.21	20724	920817	2587	1969	848	-	3524.5	2916.8	108	152	362	-
ERR3684595	992	230	3	0	0	0	748191	384426	17576	0	0	0	549	6562	607309	1139457	53.10	52.78	1233	570	596	-	1575.8	839.9	158	479	439	-	0	0	0	0	0	0	0	10 + 1 part	14533	52.005	1.000	0.00	24.98	13.50	6562	592400	1199	547	580	-	1529.9	815.4	162	495	454	-
ERR3684596	180	97	58	40	12	1	1155793	1121449	1028969	884512	451354	65348	121	65348	1138834	1139457	52.61	52.78	18794	18794	5016	5016	23592.9	23580.0	18	18	58	58	1	1	17343	0	0	0	1	26 + 2 part	33085	96.999	1.000	0.00	9.68	11.95	65348	1105019	18794	18794	4817	4817	23443.7	23430.9	18	18	59	59
ERR3684597	98	68	45	29	12	4	1119453	1103467	1046345	932993	666663	392929	82	189623	1114762	1139457	52.70	52.78	33833	33833	6837	6319	58306.1	57042.5	9	9	38	42	0	0	0	1	0	0	1	2 + 1 part	3193	97.513	1.000	0.00	9.63	11.52	189316	1110921	33833	33833	6837	6319	58195.5	56934.3	9	9	38	42
ERR3684598	489	3	0	0	0	0	154237	3889	0	0	0	0	46	1707	32286	1139457	53.57	52.78	682	-	530	-	770.8	21.8	18	-	40	-	1	1	1707	0	0	0	0	2 + 0 part	1641	2.690	1.000	0.00	78.34	9.79	1493	30636	649	-	516	-	707.7	20.1	19	-	42	-
ERR3684599	128	86	61	36	9	3	1124728	1104395	1046629	859414	413889	209486	103	76492	1117136	1139457	52.76	52.78	20065	20065	6487	5850	28254.6	27701.1	16	16	54	58	0	0	0	0	0	0	0	9 + 1 part	11788	96.976	1.000	0.00	8.51	11.22	76492	1105007	20065	20065	6487	5850	28230.7	27677.7	16	16	54	58
ERR3684600	39	20	13	12	10	6	1127240	1117721	1100027	1092658	1061294	904556	29	253799	1124201	1139457	52.71	52.78	159822	159822	35908	35908	146504.1	144542.6	3	3	9	9	0	0	0	0	0	0	0	3 + 0 part	1948	98.469	1.000	0.00	14.17	11.77	253799	1121751	159822	159822	35908	35908	146499.8	144538.4	3	3	9	9
ERR3684601	619	311	34	2	0	0	1031303	876691	241713	24218	0	0	454	12427	978767	1139457	52.74	52.78	2997	2566	947	-	3732.3	3206.0	99	128	316	-	2	2	15473	0	0	0	0	24 + 0 part	24006	83.808	1.000	0.00	11.00	10.26	12427	954755	2995	2541	874	-	3661.0	3144.7	100	130	323	-
ERR3684602	377	253	63	12	0	0	1059508	993811	496523	140265	0	0	315	14833	1039030	1139457	52.72	52.78	4774	4533	1605	684	5617.7	5122.6	68	79	206	292	0	0	0	0	0	0	0	7 + 0 part	6105	90.648	1.000	0.00	10.17	9.20	14833	1032887	4774	4533	1605	609	5611.7	5117.1	68	79	206	295
ERR3684603	143	1	0	0	0	0	37922	1001	0	0	0	0	4	1001	2709	1139457	54.85	52.78	645	-	502	-	732.7	1.7	2	-	4	-	0	0	0	0	0	0	0	0 + 0 part	0	0.238	1.000	0.00	36.91	0.00	1001	2709	645	-	502	-	732.7	1.7	2	-	4	-
ERR3684604	255	17	0	0	0	0	99292	26949	0	0	0	0	37	2702	39637	1139457	52.48	52.78	1278	-	573	-	1399.2	48.7	11	-	30	-	0	0	0	0	0	0	0	26 + 2 part	33089	0.573	1.000	0.00	46.01	0.00	1390	6521	-	-	-	-	134.0	4.7	-	-	-	-
ERR3684605	382	4	0	0	0	0	112268	4811	0	0	0	0	29	1566	19583	1139457	53.29	52.78	626	-	509	-	767.1	13.2	11	-	26	-	0	0	0	0	0	0	0	5 + 0 part	4134	1.268	1.000	0.00	173.05	62.30	1098	14447	524	-	-	-	493.0	8.5	15	-	-	-
