Assembly Accession	Assembly BioSample Attribute Name	Assembly BioSample Attribute Value
GCA_026409825.1	collection_date	2003
GCA_026409825.1	geo_loc_name	Madagascar
GCA_026409825.1	host	Homo sapiens
GCA_026409825.1	host_disease	syphilis
GCA_026409825.1	isolation_source	swab
GCA_026409825.1	lat_lon	missing
GCA_026409845.1	strain	UAB25
GCA_026409845.1	collected_by	NA
GCA_026409845.1	collection_date	2000
GCA_026409845.1	geo_loc_name	Madagascar
GCA_026409845.1	host	Homo sapiens
GCA_026409845.1	host_disease	syphilis
GCA_026409845.1	isolation_source	swab
GCA_026409845.1	lat_lon	missing
GCA_026409865.1	strain	UAB235
GCA_026409865.1	collected_by	NA
GCA_026409865.1	collection_date	2003
GCA_026409865.1	geo_loc_name	Madagascar
GCA_026409865.1	host	Homo sapiens
GCA_026409865.1	host_disease	syphilis
GCA_026409865.1	isolation_source	swab
GCA_026409865.1	lat_lon	missing
GCA_026409885.1	strain	UAB232
GCA_026409885.1	collected_by	NA
GCA_026409885.1	collection_date	2003
GCA_026409885.1	geo_loc_name	Madagascar
GCA_026409885.1	host	Homo sapiens
GCA_026409885.1	host_disease	syphilis
GCA_026409885.1	isolation_source	swab
GCA_026409885.1	lat_lon	missing
GCA_026409905.1	strain	UAB226
GCA_026409905.1	collected_by	NA
GCA_026409905.1	collection_date	2003
GCA_026409905.1	geo_loc_name	Madagascar
GCA_026409905.1	host	Homo sapiens
GCA_026409905.1	host_disease	syphilis
GCA_026409905.1	isolation_source	swab
GCA_026409905.1	lat_lon	missing
GCA_026409925.1	strain	UAB222
GCA_026409925.1	collected_by	NA
GCA_026409925.1	collection_date	2003
GCA_026409925.1	geo_loc_name	Madagascar
GCA_026409925.1	host	Homo sapiens
GCA_026409925.1	host_disease	syphilis
GCA_026409925.1	isolation_source	swab
GCA_026409925.1	lat_lon	missing
GCA_026409945.1	strain	UAB199
GCA_026409945.1	collected_by	NA
GCA_026409945.1	collection_date	2002
GCA_026409945.1	geo_loc_name	Madagascar
GCA_026409945.1	host	Homo sapiens
GCA_026409945.1	host_disease	syphilis
GCA_026409945.1	isolation_source	swab
GCA_026409945.1	lat_lon	missing
GCA_026409965.1	strain	UAB190
GCA_026409965.1	collected_by	NA
GCA_026409965.1	collection_date	2002
GCA_026409965.1	geo_loc_name	Madagascar
GCA_026409965.1	host	Homo sapiens
GCA_026409965.1	host_disease	syphilis
GCA_026409965.1	isolation_source	swab
GCA_026409965.1	lat_lon	missing
GCA_026409985.1	strain	UAB18
GCA_026409985.1	collected_by	NA
GCA_026409985.1	collection_date	2000
GCA_026409985.1	geo_loc_name	Madagascar
GCA_026409985.1	host	Homo sapiens
GCA_026409985.1	host_disease	syphilis
GCA_026409985.1	isolation_source	swab
GCA_026409985.1	lat_lon	missing
GCA_026410005.1	strain	UAB15
GCA_026410005.1	collected_by	NA
GCA_026410005.1	collection_date	2000
GCA_026410005.1	geo_loc_name	Madagascar
GCA_026410005.1	host	Homo sapiens
GCA_026410005.1	host_disease	syphilis
GCA_026410005.1	isolation_source	swab
GCA_026410005.1	lat_lon	missing
GCA_026410025.1	strain	UAB119
GCA_026410025.1	collected_by	NA
GCA_026410025.1	collection_date	2001
GCA_026410025.1	geo_loc_name	Madagascar
GCA_026410025.1	host	Homo sapiens
GCA_026410025.1	host_disease	syphilis
GCA_026410025.1	isolation_source	swab
GCA_026410025.1	lat_lon	missing
GCA_027568595.1	strain	ARG62500H3
GCA_027568595.1	collected_by	NA
GCA_027568595.1	collection_date	missing
GCA_027568595.1	geo_loc_name	Argentina
GCA_027568595.1	host	Homo sapiens
GCA_027568595.1	host_disease	syphilis
GCA_027568595.1	isolation_source	swab
GCA_027568595.1	lat_lon	missing
GCA_027568615.1	strain	ARG62500H2
GCA_027568615.1	collected_by	NA
GCA_027568615.1	collection_date	missing
GCA_027568615.1	geo_loc_name	Argentina
GCA_027568615.1	host	Homo sapiens
GCA_027568615.1	host_disease	syphilis
GCA_027568615.1	isolation_source	swab
GCA_027568615.1	lat_lon	missing
GCA_027568635.1	strain	ARG002GM
GCA_027568635.1	collected_by	NA
GCA_027568635.1	collection_date	missing
GCA_027568635.1	geo_loc_name	Argentina
GCA_027568635.1	host	Homo sapiens
GCA_027568635.1	host_disease	syphilis
GCA_027568635.1	isolation_source	swab
GCA_027568635.1	lat_lon	missing
GCA_027568655.1	strain	ARG36502H1
GCA_027568655.1	collected_by	NA
GCA_027568655.1	collection_date	missing
GCA_027568655.1	geo_loc_name	Argentina
GCA_027568655.1	host	Homo sapiens
GCA_027568655.1	host_disease	syphilis
GCA_027568655.1	isolation_source	swab
GCA_027568655.1	lat_lon	missing
GCA_027568675.1	strain	ARG001GM
GCA_027568675.1	collected_by	NA
GCA_027568675.1	collection_date	missing
GCA_027568675.1	geo_loc_name	Argentina
GCA_027568675.1	host	Homo sapiens
GCA_027568675.1	host_disease	syphilis
GCA_027568675.1	isolation_source	swab
GCA_027568675.1	lat_lon	missing
GCA_027568695.1	strain	ARG36502H3
GCA_027568695.1	collected_by	NA
GCA_027568695.1	collection_date	missing
GCA_027568695.1	geo_loc_name	Argentina
GCA_027568695.1	host	Homo sapiens
GCA_027568695.1	host_disease	syphilis
GCA_027568695.1	isolation_source	swab
GCA_027568695.1	lat_lon	missing
GCA_027568715.1	strain	GSPAR0465GM
GCA_027568715.1	collected_by	NA
GCA_027568715.1	collection_date	missing
GCA_027568715.1	geo_loc_name	Argentina
GCA_027568715.1	host	Homo sapiens
GCA_027568715.1	host_disease	syphilis
GCA_027568715.1	isolation_source	swab
GCA_027568715.1	lat_lon	missing
GCA_027568735.1	strain	ARG90603H1
GCA_027568735.1	collected_by	NA
GCA_027568735.1	collection_date	missing
GCA_027568735.1	geo_loc_name	Argentina
GCA_027568735.1	host	Homo sapiens
GCA_027568735.1	host_disease	syphilis
GCA_027568735.1	isolation_source	swab
GCA_027568735.1	lat_lon	missing
GCA_027568755.1	strain	ARG62500H1
GCA_027568755.1	collected_by	NA
GCA_027568755.1	collection_date	missing
GCA_027568755.1	geo_loc_name	Argentina
GCA_027568755.1	host	Homo sapiens
GCA_027568755.1	host_disease	syphilis
GCA_027568755.1	isolation_source	swab
GCA_027568755.1	lat_lon	missing
GCA_027568775.1	strain	ARG98419H2
GCA_027568775.1	collected_by	NA
GCA_027568775.1	collection_date	missing
GCA_027568775.1	geo_loc_name	Argentina
GCA_027568775.1	host	Homo sapiens
GCA_027568775.1	host_disease	syphilis
GCA_027568775.1	isolation_source	swab
GCA_027568775.1	lat_lon	missing
GCA_027568795.1	strain	ARG95916H3
GCA_027568795.1	collected_by	NA
GCA_027568795.1	collection_date	missing
GCA_027568795.1	geo_loc_name	Argentina
GCA_027568795.1	host	Homo sapiens
GCA_027568795.1	host_disease	syphilis
GCA_027568795.1	isolation_source	swab
GCA_027568795.1	lat_lon	missing
GCA_027568815.1	strain	ARG93448H2
GCA_027568815.1	collected_by	NA
GCA_027568815.1	collection_date	missing
GCA_027568815.1	geo_loc_name	Argentina
GCA_027568815.1	host	Homo sapiens
GCA_027568815.1	host_disease	syphilis
GCA_027568815.1	isolation_source	swab
GCA_027568815.1	lat_lon	missing
GCA_027568835.1	strain	ARG74085H1
GCA_027568835.1	collected_by	NA
GCA_027568835.1	collection_date	missing
GCA_027568835.1	geo_loc_name	Argentina
GCA_027568835.1	host	Homo sapiens
GCA_027568835.1	host_disease	syphilis
GCA_027568835.1	isolation_source	swab
GCA_027568835.1	lat_lon	missing
GCA_027568855.1	strain	ARG55527H1
GCA_027568855.1	collected_by	NA
GCA_027568855.1	collection_date	missing
GCA_027568855.1	geo_loc_name	Argentina
GCA_027568855.1	host	Homo sapiens
GCA_027568855.1	host_disease	syphilis
GCA_027568855.1	isolation_source	swab
GCA_027568855.1	lat_lon	missing
GCA_027568875.1	strain	ARG66248H1
GCA_027568875.1	collected_by	NA
GCA_027568875.1	collection_date	missing
GCA_027568875.1	geo_loc_name	Argentina
GCA_027568875.1	host	Homo sapiens
GCA_027568875.1	host_disease	syphilis
GCA_027568875.1	isolation_source	swab
GCA_027568875.1	lat_lon	missing
GCA_027626055.1	collected_by	NA
GCA_027626055.1	collection_date	2022
GCA_027626055.1	geo_loc_name	USA
GCA_027626055.1	host	Homo sapiens
GCA_027626055.1	host_disease	syphilis
GCA_027626055.1	isolation_source	swab
GCA_027626055.1	lat_lon	missing
GCA_027626055.1	strain	UW16057L
GCA_027626075.1	collected_by	NA
GCA_027626075.1	collection_date	2022
GCA_027626075.1	geo_loc_name	USA
GCA_027626075.1	host	Homo sapiens
GCA_027626075.1	host_disease	syphilis
GCA_027626075.1	isolation_source	swab
GCA_027626075.1	lat_lon	missing
GCA_027626075.1	strain	UW15977O
GCA_027626095.1	strain	GSPAR0465OM
GCA_027626095.1	collected_by	NA
GCA_027626095.1	collection_date	missing
GCA_027626095.1	geo_loc_name	Argentina
GCA_027626095.1	host	Homo sapiens
GCA_027626095.1	host_disease	syphilis
GCA_027626095.1	isolation_source	swab
GCA_027626095.1	lat_lon	missing
GCA_027626115.1	strain	GSPAR0453OM
GCA_027626115.1	collected_by	NA
GCA_027626115.1	collection_date	missing
GCA_027626115.1	geo_loc_name	Argentina
GCA_027626115.1	host	Homo sapiens
GCA_027626115.1	host_disease	syphilis
GCA_027626115.1	isolation_source	swab
GCA_027626115.1	lat_lon	missing
GCA_027626135.1	strain	GSPAR0441CG
GCA_027626135.1	collected_by	NA
GCA_027626135.1	collection_date	missing
GCA_027626135.1	geo_loc_name	Argentina
GCA_027626135.1	host	Homo sapiens
GCA_027626135.1	host_disease	syphilis
GCA_027626135.1	isolation_source	swab
GCA_027626135.1	lat_lon	missing
GCA_027626155.1	strain	GSPAR043FCG
GCA_027626155.1	collected_by	NA
GCA_027626155.1	collection_date	missing
GCA_027626155.1	geo_loc_name	Argentina
GCA_027626155.1	host	Homo sapiens
GCA_027626155.1	host_disease	syphilis
GCA_027626155.1	isolation_source	swab
GCA_027626155.1	lat_lon	missing
GCA_027626175.1	strain	GSPAR042DCG
GCA_027626175.1	collected_by	NA
GCA_027626175.1	collection_date	missing
GCA_027626175.1	geo_loc_name	Argentina
GCA_027626175.1	host	Homo sapiens
GCA_027626175.1	host_disease	syphilis
GCA_027626175.1	isolation_source	swab
GCA_027626175.1	lat_lon	missing
GCA_027626195.1	strain	GSPAR0409PM
GCA_027626195.1	collected_by	NA
GCA_027626195.1	collection_date	missing
GCA_027626195.1	geo_loc_name	Argentina
GCA_027626195.1	host	Homo sapiens
GCA_027626195.1	host_disease	syphilis
GCA_027626195.1	isolation_source	swab
GCA_027626195.1	lat_lon	missing
GCA_027626215.1	strain	GSPAR0409GM
GCA_027626215.1	collected_by	NA
GCA_027626215.1	collection_date	missing
GCA_027626215.1	geo_loc_name	Argentina
GCA_027626215.1	host	Homo sapiens
GCA_027626215.1	host_disease	syphilis
GCA_027626215.1	isolation_source	swab
GCA_027626215.1	lat_lon	missing
GCA_027626235.1	strain	GSPAR0385OM
GCA_027626235.1	collected_by	NA
GCA_027626235.1	collection_date	missing
GCA_027626235.1	geo_loc_name	Argentina
GCA_027626235.1	host	Homo sapiens
GCA_027626235.1	host_disease	syphilis
GCA_027626235.1	isolation_source	swab
GCA_027626235.1	lat_lon	missing
GCA_027626255.1	strain	GSPAR037VCG
GCA_027626255.1	collected_by	NA
GCA_027626255.1	collection_date	missing
GCA_027626255.1	geo_loc_name	Argentina
GCA_027626255.1	host	Homo sapiens
GCA_027626255.1	host_disease	syphilis
GCA_027626255.1	isolation_source	swab
GCA_027626255.1	lat_lon	missing
GCA_027626275.1	strain	GSPAR033LVM
GCA_027626275.1	collected_by	NA
GCA_027626275.1	collection_date	missing
GCA_027626275.1	geo_loc_name	Argentina
GCA_027626275.1	host	Homo sapiens
GCA_027626275.1	host_disease	syphilis
GCA_027626275.1	isolation_source	swab
GCA_027626275.1	lat_lon	missing
GCA_027626295.1	strain	GSPAR032HPM
GCA_027626295.1	collected_by	NA
GCA_027626295.1	collection_date	missing
GCA_027626295.1	geo_loc_name	Argentina
GCA_027626295.1	host	Homo sapiens
GCA_027626295.1	host_disease	syphilis
GCA_027626295.1	isolation_source	swab
GCA_027626295.1	lat_lon	missing
GCA_027626315.1	strain	GSPAR031RPM
GCA_027626315.1	collected_by	NA
GCA_027626315.1	collection_date	missing
GCA_027626315.1	geo_loc_name	Argentina
GCA_027626315.1	host	Homo sapiens
GCA_027626315.1	host_disease	syphilis
GCA_027626315.1	isolation_source	swab
GCA_027626315.1	lat_lon	missing
GCA_027626335.1	strain	GSPAR031ROM
GCA_027626335.1	collected_by	NA
GCA_027626335.1	collection_date	missing
GCA_027626335.1	geo_loc_name	Argentina
GCA_027626335.1	host	Homo sapiens
GCA_027626335.1	host_disease	syphilis
GCA_027626335.1	isolation_source	swab
GCA_027626335.1	lat_lon	missing
GCA_027626355.1	strain	GSPAR031RIZ
GCA_027626355.1	collected_by	NA
GCA_027626355.1	collection_date	missing
GCA_027626355.1	geo_loc_name	Argentina
GCA_027626355.1	host	Homo sapiens
GCA_027626355.1	host_disease	syphilis
GCA_027626355.1	isolation_source	swab
GCA_027626355.1	lat_lon	missing
GCA_027626375.1	strain	GSPAR031RGM
GCA_027626375.1	collected_by	NA
GCA_027626375.1	collection_date	missing
GCA_027626375.1	geo_loc_name	Argentina
GCA_027626375.1	host	Homo sapiens
GCA_027626375.1	host_disease	syphilis
GCA_027626375.1	isolation_source	swab
GCA_027626375.1	lat_lon	missing
GCA_027626395.1	strain	GSPAR024TOM
GCA_027626395.1	collected_by	NA
GCA_027626395.1	collection_date	missing
GCA_027626395.1	geo_loc_name	Argentina
GCA_027626395.1	host	Homo sapiens
GCA_027626395.1	host_disease	syphilis
GCA_027626395.1	isolation_source	swab
GCA_027626395.1	lat_lon	missing
GCA_027626415.1	strain	GSPAR024TGM
GCA_027626415.1	collected_by	NA
GCA_027626415.1	collection_date	missing
GCA_027626415.1	geo_loc_name	Argentina
GCA_027626415.1	host	Homo sapiens
GCA_027626415.1	host_disease	syphilis
GCA_027626415.1	isolation_source	swab
GCA_027626415.1	lat_lon	missing
GCA_027626435.1	strain	GSPAR022NCG
GCA_027626435.1	collected_by	NA
GCA_027626435.1	collection_date	missing
GCA_027626435.1	geo_loc_name	Argentina
GCA_027626435.1	host	Homo sapiens
GCA_027626435.1	host_disease	syphilis
GCA_027626435.1	isolation_source	swab
GCA_027626435.1	lat_lon	missing
GCA_027626455.1	strain	GSPAR021LGM
GCA_027626455.1	collected_by	NA
GCA_027626455.1	collection_date	missing
GCA_027626455.1	geo_loc_name	Argentina
GCA_027626455.1	host	Homo sapiens
GCA_027626455.1	host_disease	syphilis
GCA_027626455.1	isolation_source	swab
GCA_027626455.1	lat_lon	missing
GCA_027626475.1	strain	GSPAR020HPM
GCA_027626475.1	collected_by	NA
GCA_027626475.1	collection_date	missing
GCA_027626475.1	geo_loc_name	Argentina
GCA_027626475.1	host	Homo sapiens
GCA_027626475.1	host_disease	syphilis
GCA_027626475.1	isolation_source	swab
GCA_027626475.1	lat_lon	missing
GCA_027626495.1	strain	GSPAR020HOM
GCA_027626495.1	collected_by	NA
GCA_027626495.1	collection_date	missing
GCA_027626495.1	geo_loc_name	Argentina
GCA_027626495.1	host	Homo sapiens
GCA_027626495.1	host_disease	syphilis
GCA_027626495.1	isolation_source	swab
GCA_027626495.1	lat_lon	missing
GCA_027626515.1	strain	GSPAR019FOM
GCA_027626515.1	collected_by	NA
GCA_027626515.1	collection_date	missing
GCA_027626515.1	geo_loc_name	Argentina
GCA_027626515.1	host	Homo sapiens
GCA_027626515.1	host_disease	syphilis
GCA_027626515.1	isolation_source	swab
GCA_027626515.1	lat_lon	missing
GCA_027626535.1	strain	GSPAR017LOM
GCA_027626535.1	collected_by	NA
GCA_027626535.1	collection_date	missing
GCA_027626535.1	geo_loc_name	Argentina
GCA_027626535.1	host	Homo sapiens
GCA_027626535.1	host_disease	syphilis
GCA_027626535.1	isolation_source	swab
GCA_027626535.1	lat_lon	missing
GCA_027626555.1	strain	GSPAR015ROM
GCA_027626555.1	collected_by	NA
GCA_027626555.1	collection_date	missing
GCA_027626555.1	geo_loc_name	Argentina
GCA_027626555.1	host	Homo sapiens
GCA_027626555.1	host_disease	syphilis
GCA_027626555.1	isolation_source	swab
GCA_027626555.1	lat_lon	missing
GCA_027626575.1	strain	GSPAR012TCG
GCA_027626575.1	collected_by	NA
GCA_027626575.1	collection_date	missing
GCA_027626575.1	geo_loc_name	Argentina
GCA_027626575.1	host	Homo sapiens
GCA_027626575.1	host_disease	syphilis
GCA_027626575.1	isolation_source	swab
GCA_027626575.1	lat_lon	missing
GCA_027626595.1	strain	GSPAR011ZOM
GCA_027626595.1	collected_by	NA
GCA_027626595.1	collection_date	missing
GCA_027626595.1	geo_loc_name	Argentina
GCA_027626595.1	host	Homo sapiens
GCA_027626595.1	host_disease	syphilis
GCA_027626595.1	isolation_source	swab
GCA_027626595.1	lat_lon	missing
GCA_027626615.1	strain	GSPAR010XCG
GCA_027626615.1	collected_by	NA
GCA_027626615.1	collection_date	missing
GCA_027626615.1	geo_loc_name	Argentina
GCA_027626615.1	host	Homo sapiens
GCA_027626615.1	host_disease	syphilis
GCA_027626615.1	isolation_source	swab
GCA_027626615.1	lat_lon	missing
GCA_027626635.1	strain	GSPAR009BOM
GCA_027626635.1	collected_by	NA
GCA_027626635.1	collection_date	missing
GCA_027626635.1	geo_loc_name	Argentina
GCA_027626635.1	host	Homo sapiens
GCA_027626635.1	host_disease	syphilis
GCA_027626635.1	isolation_source	swab
GCA_027626635.1	lat_lon	missing
GCA_027626655.1	strain	GSPAR006NOM
GCA_027626655.1	collected_by	NA
GCA_027626655.1	collection_date	missing
GCA_027626655.1	geo_loc_name	Argentina
GCA_027626655.1	host	Homo sapiens
GCA_027626655.1	host_disease	syphilis
GCA_027626655.1	isolation_source	swab
GCA_027626655.1	lat_lon	missing
GCA_027626675.1	strain	GSPAR005LPM
GCA_027626675.1	collected_by	NA
GCA_027626675.1	collection_date	missing
GCA_027626675.1	geo_loc_name	Argentina
GCA_027626675.1	host	Homo sapiens
GCA_027626675.1	host_disease	syphilis
GCA_027626675.1	isolation_source	swab
GCA_027626675.1	lat_lon	missing
GCA_027626695.1	strain	GSPAR004HOM
GCA_027626695.1	collected_by	NA
GCA_027626695.1	collection_date	missing
GCA_027626695.1	geo_loc_name	Argentina
GCA_027626695.1	host	Homo sapiens
GCA_027626695.1	host_disease	syphilis
GCA_027626695.1	isolation_source	swab
GCA_027626695.1	lat_lon	missing
GCA_027626715.1	strain	GSPAR004HOC
GCA_027626715.1	collected_by	NA
GCA_027626715.1	collection_date	missing
GCA_027626715.1	geo_loc_name	Argentina
GCA_027626715.1	host	Homo sapiens
GCA_027626715.1	host_disease	syphilis
GCA_027626715.1	isolation_source	swab
GCA_027626715.1	lat_lon	missing
GCA_027626735.1	strain	GSPAR001VPM
GCA_027626735.1	collected_by	NA
GCA_027626735.1	collection_date	missing
GCA_027626735.1	geo_loc_name	Argentina
GCA_027626735.1	host	Homo sapiens
GCA_027626735.1	host_disease	syphilis
GCA_027626735.1	isolation_source	swab
GCA_027626735.1	lat_lon	missing
GCA_027626755.1	strain	GSPAR001VOM
GCA_027626755.1	collected_by	NA
GCA_027626755.1	collection_date	missing
GCA_027626755.1	geo_loc_name	Argentina
GCA_027626755.1	host	Homo sapiens
GCA_027626755.1	host_disease	syphilis
GCA_027626755.1	isolation_source	swab
GCA_027626755.1	lat_lon	missing
GCA_027626775.1	strain	Brazil201
GCA_027626775.1	collected_by	NA
GCA_027626775.1	collection_date	2022
GCA_027626775.1	geo_loc_name	Brazil
GCA_027626775.1	host	Homo sapiens
GCA_027626775.1	host_disease	syphilis
GCA_027626775.1	isolation_source	swab
GCA_027626775.1	lat_lon	missing
GCA_027626795.1	strain	Brazil124
GCA_027626795.1	collected_by	NA
GCA_027626795.1	collection_date	2022
GCA_027626795.1	geo_loc_name	Brazil
GCA_027626795.1	host	Homo sapiens
GCA_027626795.1	host_disease	syphilis
GCA_027626795.1	isolation_source	swab
GCA_027626795.1	lat_lon	missing
GCA_027626815.1	strain	Brazil063
GCA_027626815.1	collected_by	NA
GCA_027626815.1	collection_date	2022
GCA_027626815.1	geo_loc_name	Brazil
GCA_027626815.1	host	Homo sapiens
GCA_027626815.1	host_disease	syphilis
GCA_027626815.1	isolation_source	swab
GCA_027626815.1	lat_lon	missing
GCA_027626835.1	strain	Brazil019
GCA_027626835.1	collected_by	NA
GCA_027626835.1	collection_date	2022
GCA_027626835.1	geo_loc_name	Brazil
GCA_027626835.1	host	Homo sapiens
GCA_027626835.1	host_disease	syphilis
GCA_027626835.1	isolation_source	swab
GCA_027626835.1	lat_lon	missing
GCA_027626855.1	strain	Brazil018
GCA_027626855.1	collected_by	NA
GCA_027626855.1	collection_date	2022
GCA_027626855.1	geo_loc_name	Brazil
GCA_027626855.1	host	Homo sapiens
GCA_027626855.1	host_disease	syphilis
GCA_027626855.1	isolation_source	swab
GCA_027626855.1	lat_lon	missing
GCA_027626875.1	strain	Brazil016
GCA_027626875.1	collected_by	NA
GCA_027626875.1	collection_date	2022
GCA_027626875.1	geo_loc_name	Brazil
GCA_027626875.1	host	Homo sapiens
GCA_027626875.1	host_disease	syphilis
GCA_027626875.1	isolation_source	swab
GCA_027626875.1	lat_lon	missing
GCA_027626895.1	strain	Brazil014
GCA_027626895.1	collected_by	NA
GCA_027626895.1	collection_date	2022
GCA_027626895.1	geo_loc_name	Brazil
GCA_027626895.1	host	Homo sapiens
GCA_027626895.1	host_disease	syphilis
GCA_027626895.1	isolation_source	swab
GCA_027626895.1	lat_lon	missing
GCA_027626915.1	strain	Brazil009
GCA_027626915.1	collected_by	NA
GCA_027626915.1	collection_date	2022
GCA_027626915.1	geo_loc_name	Brazil
GCA_027626915.1	host	Homo sapiens
GCA_027626915.1	host_disease	syphilis
GCA_027626915.1	isolation_source	swab
GCA_027626915.1	lat_lon	missing
GCA_027626935.1	strain	ARG002OM
GCA_027626935.1	collected_by	NA
GCA_027626935.1	collection_date	missing
GCA_027626935.1	geo_loc_name	Argentina
GCA_027626935.1	host	Homo sapiens
GCA_027626935.1	host_disease	syphilis
GCA_027626935.1	isolation_source	swab
GCA_027626935.1	lat_lon	missing
GCA_027626955.1	strain	95916H1
GCA_027626955.1	collected_by	NA
GCA_027626955.1	collection_date	missing
GCA_027626955.1	geo_loc_name	Argentina
GCA_027626955.1	host	Homo sapiens
GCA_027626955.1	host_disease	syphilis
GCA_027626955.1	isolation_source	swab
GCA_027626955.1	lat_lon	missing
GCA_028022675.1	collected_by	Institute of Pathological Anatomy of the Faculty of Medicine of the University of Strasbourg
GCA_028022675.1	collection_date	1947
GCA_028022675.1	geo_loc_name	France: Strasbourg
GCA_028022675.1	host	Homo sapiens
GCA_028022675.1	host_disease	Congenital Syphilis
GCA_028022675.1	host_age	9 days
GCA_028022675.1	host_disease_outcome	death
GCA_028022675.1	host_sex	male
GCA_028022675.1	sub_species	pallidum
GCA_028022675.1	group	SS14
GCA_028022675.1	isolate	missing
GCA_028022675.1	isolation_source	autopsy case 6715 FFPE
GCA_028022675.1	lat_lon	48.576000 N 7.747000 E
GCA_028022675.1	strain	Strasbourg_6715
GCA_029201305.1	strain	SS14
GCA_029201305.1	collected_by	Lorenzo Giacani, University of Washington
GCA_029201305.1	collection_date	2021
GCA_029201305.1	geo_loc_name	not applicable
GCA_029201305.1	host	Homo sapiens
GCA_029201305.1	host_disease	Syphilis
GCA_029201305.1	isolation_source	in vitro culture
GCA_029201305.1	lat_lon	not applicable
GCA_029201305.1	passage_history	Week10
GCA_029201305.1	sample_type	coculture with SfEP1
GCA_029201305.1	sub_species	pallidum
GCA_029201305.1	isolate	Week10
GCA_029201325.1	strain	SS14
GCA_029201325.1	collected_by	Lorenzo Giacani, University of Washington
GCA_029201325.1	collection_date	2021
GCA_029201325.1	geo_loc_name	not applicable
GCA_029201325.1	host	Homo sapiens
GCA_029201325.1	host_disease	Syphilis
GCA_029201325.1	isolation_source	in vitro culture
GCA_029201325.1	lat_lon	not applicable
GCA_029201325.1	passage_history	Week9
GCA_029201325.1	sample_type	coculture with SfEP1
GCA_029201325.1	sub_species	pallidum
GCA_029201325.1	isolate	Week9
GCA_029201345.1	strain	SS14
GCA_029201345.1	collected_by	Lorenzo Giacani, University of Washington
GCA_029201345.1	collection_date	2021
GCA_029201345.1	geo_loc_name	not applicable
GCA_029201345.1	host	Homo sapiens
GCA_029201345.1	host_disease	Syphilis
GCA_029201345.1	isolation_source	in vitro culture
GCA_029201345.1	lat_lon	not applicable
GCA_029201345.1	passage_history	Week8
GCA_029201345.1	sample_type	coculture with SfEP1
GCA_029201345.1	sub_species	pallidum
GCA_029201345.1	isolate	Week8
GCA_029201365.1	strain	SS14
GCA_029201365.1	collected_by	Lorenzo Giacani, University of Washington
GCA_029201365.1	collection_date	2021
GCA_029201365.1	geo_loc_name	not applicable
GCA_029201365.1	host	Homo sapiens
GCA_029201365.1	host_disease	Syphilis
GCA_029201365.1	isolation_source	in vitro culture
GCA_029201365.1	lat_lon	not applicable
GCA_029201365.1	passage_history	Week7
GCA_029201365.1	sample_type	coculture with SfEP1
GCA_029201365.1	sub_species	pallidum
GCA_029201365.1	isolate	Week7
GCA_029201385.1	strain	SS14
GCA_029201385.1	collected_by	Lorenzo Giacani, University of Washington
GCA_029201385.1	collection_date	2021
GCA_029201385.1	geo_loc_name	not applicable
GCA_029201385.1	host	Homo sapiens
GCA_029201385.1	host_disease	Syphilis
GCA_029201385.1	isolation_source	in vitro culture
GCA_029201385.1	lat_lon	not applicable
GCA_029201385.1	passage_history	Week4
GCA_029201385.1	sample_type	coculture with SfEP1
GCA_029201385.1	sub_species	pallidum
GCA_029201385.1	isolate	Week4
GCA_029201405.1	strain	SS14
GCA_029201405.1	collected_by	Lorenzo Giacani, University of Washington
GCA_029201405.1	collection_date	2021
GCA_029201405.1	geo_loc_name	not applicable
GCA_029201405.1	host	Homo sapiens
GCA_029201405.1	host_disease	Syphilis
GCA_029201405.1	isolation_source	in vitro culture
GCA_029201405.1	lat_lon	not applicable
GCA_029201405.1	passage_history	Week2
GCA_029201405.1	sample_type	coculture with SfEP1
GCA_029201405.1	sub_species	pallidum
GCA_029201405.1	isolate	Week2
GCA_029203245.1	strain	SS14
GCA_029203245.1	collected_by	Lorenzo Giacani, University of Washington
GCA_029203245.1	collection_date	2021
GCA_029203245.1	geo_loc_name	not applicable
GCA_029203245.1	host	Homo sapiens
GCA_029203245.1	host_disease	Syphilis
GCA_029203245.1	isolation_source	in vitro culture
GCA_029203245.1	lat_lon	not applicable
GCA_029203245.1	passage_history	Week1
GCA_029203245.1	sample_type	coculture with SfEP1
GCA_029203245.1	sub_species	pallidum
GCA_029203245.1	isolate	Week1
GCA_029203265.1	strain	SS14
GCA_029203265.1	collected_by	Lorenzo Giacani, University of Washington
GCA_029203265.1	collection_date	2021
GCA_029203265.1	geo_loc_name	not applicable
GCA_029203265.1	host	Homo sapiens
GCA_029203265.1	host_disease	Syphilis
GCA_029203265.1	isolation_source	in vitro culture
GCA_029203265.1	lat_lon	not applicable
GCA_029203265.1	passage_history	Week0_WT
GCA_029203265.1	sample_type	coculture with SfEP1
GCA_029203265.1	sub_species	pallidum
GCA_029280605.1	strain	GSPLK0375G
GCA_029280605.1	collected_by	NA
GCA_029280605.1	collection_date	2022
GCA_029280605.1	geo_loc_name	Sri Lanka
GCA_029280605.1	host	Homo sapiens
GCA_029280605.1	host_disease	syphilis
GCA_029280605.1	isolation_source	swab
GCA_029280605.1	lat_lon	missing
GCA_029280625.1	strain	GSPLK029XG
GCA_029280625.1	collected_by	NA
GCA_029280625.1	collection_date	2022
